cut,clarity,color,carat,price_per_carat
Very Good,SI2,J,1.37,3695.620437956204
Very Good,SI2,J,1.51,4210.927152317881
Very Good,SI2,J,1.56,4341.880341880342
Very Good,SI2,J,1.62,4365.432098765432
Very Good,SI2,J,1.64,4621.6463414634145
Very Good,SI2,J,1.76,5143.75
Very Good,SI2,J,1.77,4664.9717514124295
Very Good,SI2,J,2.0,5601.083333333333
Very Good,SI2,J,2.01,5249.875621890547
Very Good,SI2,J,2.02,5773.762376237624
Very Good,SI2,J,2.03,5895.566502463054
Very Good,SI2,J,2.04,5527.450980392156
Very Good,SI2,J,2.1,5851.666666666666
Very Good,SI2,J,2.12,5674.528301886792
Very Good,SI2,J,2.17,6351.152073732719
Very Good,SI2,J,2.18,5895.871559633027
Very Good,SI2,J,2.21,5527.149321266968
Very Good,SI2,J,2.22,5459.684684684684
Very Good,SI2,J,2.23,5674.8878923766815
Very Good,SI2,J,2.25,6043.111111111111
Very Good,VS1,D,0.23,2146.3768115942025
Very Good,VS1,D,0.24,1691.666666666667
Very Good,VS1,D,0.25,1608.0
Very Good,VS1,D,0.26,1625.0
Very Good,VS1,D,0.27,1687.9629629629628
Very Good,VS1,D,0.28,1635.7142857142856
Very Good,VS1,D,0.29,1737.9310344827588
Very Good,VS1,D,0.3,2442.916666666667
Very Good,VS1,D,0.31,2330.6451612903224
Very Good,VS1,D,0.33,2572.7272727272725
Very Good,VS1,D,0.34,2132.3529411764703
Very Good,VS1,D,0.35,2458.0952380952385
Very Good,VS1,D,0.36,2256.9444444444443
Very Good,VS1,D,0.37,2216.2162162162163
Very Good,VS1,D,0.38,2423.684210526316
Very Good,VS1,D,0.39,2246.153846153846
Very Good,VS1,D,0.4,2473.214285714286
Very Good,VS1,D,0.41,2460.9756097560976
Very Good,VS1,D,0.42,2404.7619047619046
Very Good,VS1,D,0.43,2788.3720930232557
Very Good,VS1,D,0.47,3025.5319148936173
Very Good,VS1,D,0.5,3600.6666666666665
Very Good,VS1,D,0.51,3559.8039215686276
Very Good,VS1,D,0.52,3643.5897435897436
Very Good,VS1,D,0.53,3598.1132075471696
Very Good,VS1,D,0.54,3722.2222222222217
Very Good,VS1,D,0.55,4092.7272727272725
Very Good,VS1,D,0.56,3907.142857142857
Very Good,VS1,D,0.59,3820.3389830508477
Very Good,VS1,D,0.6,4051.666666666667
Very Good,VS1,D,0.61,3828.415300546448
Very Good,VS1,D,0.62,3725.8064516129034
Very Good,VS1,D,0.65,4233.846153846153
Very Good,VS1,D,0.7,4662.857142857144
Very Good,VS1,D,0.71,4530.985915492958
Very Good,VS1,D,0.72,4856.944444444444
Very Good,VS1,D,0.73,5638.356164383562
Very Good,VS1,D,0.77,4731.168831168831
Very Good,VS1,D,0.78,4950.641025641025
Very Good,VS1,D,0.79,5070.253164556962
Very Good,VS1,D,0.83,5123.493975903615
Very Good,VS1,D,0.84,5289.285714285715
Very Good,VS1,D,0.9,6362.777777777777
Very Good,VS1,D,0.92,6927.173913043478
Very Good,VS1,D,1.0,7745.0
Very Good,VS1,D,1.01,7603.960396039603
Very Good,VS1,D,1.03,6648.543689320388
Very Good,VS1,D,1.07,9047.663551401869
Very Good,VS1,D,1.08,8488.888888888889
Very Good,VS1,D,1.1,9000.90909090909
Very Good,VS1,D,1.15,6937.391304347827
Very Good,VS1,D,1.17,9129.05982905983
Very Good,VS1,D,1.5,10669.0
Very Good,VS1,D,1.51,10273.509933774834
Very Good,VS1,D,1.54,10876.623376623376
Very Good,VS1,E,0.23,1734.0579710144928
Very Good,VS1,E,0.24,1711.904761904762
Very Good,VS1,E,0.25,1744.0
Very Good,VS1,E,0.26,1742.3076923076922
Very Good,VS1,E,0.27,1702.6455026455026
Very Good,VS1,E,0.28,1716.8367346938774
Very Good,VS1,E,0.29,1764.5320197044337
Very Good,VS1,E,0.3,2168.3333333333335
Very Good,VS1,E,0.31,1970.967741935484
Very Good,VS1,E,0.32,1950.0
Very Good,VS1,E,0.33,2684.8484848484845
Very Good,VS1,E,0.34,2305.882352941176
Very Good,VS1,E,0.35,2448.571428571429
Very Good,VS1,E,0.37,2264.864864864865
Very Good,VS1,E,0.38,2608.7719298245615
Very Good,VS1,E,0.39,2325.6410256410254
Very Good,VS1,E,0.4,2619.6875
Very Good,VS1,E,0.41,2465.4471544715448
Very Good,VS1,E,0.42,2664.285714285714
Very Good,VS1,E,0.43,2256.9767441860467
Very Good,VS1,E,0.44,2731.818181818182
Very Good,VS1,E,0.46,2989.855072463768
Very Good,VS1,E,0.47,3331.9148936170213
Very Good,VS1,E,0.48,3366.666666666667
Very Good,VS1,E,0.5,3394.285714285714
Very Good,VS1,E,0.51,3429.411764705882
Very Good,VS1,E,0.52,3524.6153846153843
Very Good,VS1,E,0.53,3512.8301886792447
Very Good,VS1,E,0.54,3498.148148148148
Very Good,VS1,E,0.55,3529.090909090909
Very Good,VS1,E,0.56,3279.4642857142853
Very Good,VS1,E,0.57,3411.1111111111113
Very Good,VS1,E,0.59,3553.389830508475
Very Good,VS1,E,0.6,3574.166666666667
Very Good,VS1,E,0.61,3319.672131147541
Very Good,VS1,E,0.62,3462.9032258064517
Very Good,VS1,E,0.66,3966.6666666666665
Very Good,VS1,E,0.7,4320.918367346939
Very Good,VS1,E,0.71,4437.7464788732395
Very Good,VS1,E,0.73,4714.61187214612
Very Good,VS1,E,0.74,4558.783783783784
Very Good,VS1,E,0.75,4418.666666666667
Very Good,VS1,E,0.76,4493.421052631579
Very Good,VS1,E,0.77,4419.480519480519
Very Good,VS1,E,0.78,4641.98717948718
Very Good,VS1,E,0.8,4968.125
Very Good,VS1,E,0.9,5407.777777777777
Very Good,VS1,E,0.91,5804.395604395603
Very Good,VS1,E,1.0,6934.0
Very Good,VS1,E,1.01,7630.396039603959
Very Good,VS1,E,1.02,7616.993464052288
Very Good,VS1,E,1.03,7453.398058252427
Very Good,VS1,E,1.04,7452.884615384615
Very Good,VS1,E,1.05,7231.9047619047615
Very Good,VS1,E,1.06,7603.301886792453
Very Good,VS1,E,1.11,7974.774774774774
Very Good,VS1,E,1.12,7846.428571428571
Very Good,VS1,E,1.14,7293.859649122807
Very Good,VS1,E,1.2,8253.333333333334
Very Good,VS1,E,1.21,8619.834710743802
Very Good,VS1,E,1.23,8723.577235772358
Very Good,VS1,E,1.5,10981.666666666668
Very Good,VS1,E,1.51,10275.827814569537
Very Good,VS1,E,1.52,10845.394736842105
Very Good,VS1,E,1.53,9758.823529411764
Very Good,VS1,F,0.23,1752.8985507246377
Very Good,VS1,F,0.24,1720.8333333333335
Very Good,VS1,F,0.25,1778.4
Very Good,VS1,F,0.26,1813.076923076923
Very Good,VS1,F,0.27,1753.7037037037035
Very Good,VS1,F,0.28,1783.0357142857142
Very Good,VS1,F,0.29,1737.9310344827588
Very Good,VS1,F,0.3,2159.3333333333335
Very Good,VS1,F,0.31,2137.0967741935483
Very Good,VS1,F,0.32,2127.34375
Very Good,VS1,F,0.33,2292.4242424242425
Very Good,VS1,F,0.36,2250.925925925926
Very Good,VS1,F,0.38,2449.122807017544
Very Good,VS1,F,0.39,2449.57264957265
Very Good,VS1,F,0.4,2327.8846153846152
Very Good,VS1,F,0.41,2340.9756097560976
Very Good,VS1,F,0.42,2317.261904761905
Very Good,VS1,F,0.43,2400.0
Very Good,VS1,F,0.44,2456.818181818182
Very Good,VS1,F,0.45,2620.0
Very Good,VS1,F,0.5,3376.0
Very Good,VS1,F,0.51,3333.088235294117
Very Good,VS1,F,0.52,3390.3846153846152
Very Good,VS1,F,0.53,3435.8490566037735
Very Good,VS1,F,0.54,3133.95061728395
Very Good,VS1,F,0.55,3480.0
Very Good,VS1,F,0.56,3307.142857142857
Very Good,VS1,F,0.57,3168.421052631579
Very Good,VS1,F,0.58,3488.7931034482763
Very Good,VS1,F,0.59,3447.4576271186443
Very Good,VS1,F,0.63,3411.1111111111113
Very Good,VS1,F,0.68,4297.058823529412
Very Good,VS1,F,0.7,4119.09090909091
Very Good,VS1,F,0.71,4249.530516431925
Very Good,VS1,F,0.72,4363.425925925927
Very Good,VS1,F,0.73,4139.041095890411
Very Good,VS1,F,0.75,4296.444444444444
Very Good,VS1,F,0.78,4576.068376068376
Very Good,VS1,F,0.8,4493.5
Very Good,VS1,F,0.81,4554.320987654321
Very Good,VS1,F,0.85,5050.588235294118
Very Good,VS1,F,0.9,5687.619047619048
Very Good,VS1,F,0.91,5034.065934065934
Very Good,VS1,F,0.92,5441.304347826087
Very Good,VS1,F,1.0,6984.833333333333
Very Good,VS1,F,1.01,6799.2927864215
Very Good,VS1,F,1.02,7300.980392156862
Very Good,VS1,F,1.03,7437.864077669903
Very Good,VS1,F,1.04,7317.628205128204
Very Good,VS1,F,1.05,6929.523809523809
Very Good,VS1,F,1.07,7021.4953271028035
Very Good,VS1,F,1.09,6970.642201834862
Very Good,VS1,F,1.11,7549.999999999999
Very Good,VS1,F,1.2,7780.416666666668
Very Good,VS1,F,1.21,8126.03305785124
Very Good,VS1,F,1.23,8123.577235772357
Very Good,VS1,F,1.24,7971.774193548387
Very Good,VS1,F,1.26,8161.9047619047615
Very Good,VS1,F,1.31,7478.625954198473
Very Good,VS1,F,1.32,8011.363636363636
Very Good,VS1,F,1.34,8038.059701492537
Very Good,VS1,F,1.36,8783.823529411764
Very Good,VS1,F,1.5,10014.666666666666
Very Good,VS1,F,1.51,9862.582781456955
Very Good,VS1,F,1.52,10687.17105263158
Very Good,VS1,F,1.53,9855.555555555555
Very Good,VS1,G,0.23,1700.0
Very Good,VS1,G,0.24,1629.1666666666667
Very Good,VS1,G,0.26,1607.6923076923076
Very Good,VS1,G,0.27,1576.5432098765432
Very Good,VS1,G,0.29,1872.4137931034484
Very Good,VS1,G,0.3,2118.4615384615377
Very Good,VS1,G,0.31,2147.983870967742
Very Good,VS1,G,0.32,2066.826923076923
Very Good,VS1,G,0.33,2068.6868686868684
Very Good,VS1,G,0.34,2017.6470588235293
Very Good,VS1,G,0.35,1984.0
Very Good,VS1,G,0.36,2093.0555555555557
Very Good,VS1,G,0.37,1895.9459459459458
Very Good,VS1,G,0.38,2217.8947368421054
Very Good,VS1,G,0.39,2046.1538461538464
Very Good,VS1,G,0.4,2151.875
Very Good,VS1,G,0.41,2176.6937669376694
Very Good,VS1,G,0.42,2192.857142857143
Very Good,VS1,G,0.43,2119.767441860465
Very Good,VS1,G,0.45,2564.4444444444443
Very Good,VS1,G,0.46,2613.0434782608695
Very Good,VS1,G,0.47,2559.5744680851067
Very Good,VS1,G,0.5,3253.1428571428573
Very Good,VS1,G,0.51,3327.4509803921574
Very Good,VS1,G,0.52,3202.8846153846152
Very Good,VS1,G,0.53,3142.587601078167
Very Good,VS1,G,0.54,3075.3086419753085
Very Good,VS1,G,0.55,3149.0909090909095
Very Good,VS1,G,0.56,3129.4642857142853
Very Good,VS1,G,0.57,3157.3099415204683
Very Good,VS1,G,0.59,3240.1129943502824
Very Good,VS1,G,0.6,3186.666666666667
Very Good,VS1,G,0.61,3413.1147540983607
Very Good,VS1,G,0.62,3485.483870967742
Very Good,VS1,G,0.63,3364.021164021164
Very Good,VS1,G,0.64,3218.75
Very Good,VS1,G,0.67,3446.268656716418
Very Good,VS1,G,0.7,3645.604395604396
Very Good,VS1,G,0.71,3721.4788732394363
Very Good,VS1,G,0.72,4000.8333333333335
Very Good,VS1,G,0.73,3932.5342465753424
Very Good,VS1,G,0.74,3913.5135135135138
Very Good,VS1,G,0.77,4099.134199134199
Very Good,VS1,G,0.78,4451.282051282051
Very Good,VS1,G,0.8,4408.75
Very Good,VS1,G,0.82,4219.512195121952
Very Good,VS1,G,0.9,5002.5
Very Good,VS1,G,0.91,4764.8351648351645
Very Good,VS1,G,0.93,5246.236559139785
Very Good,VS1,G,0.95,5622.631578947368
Very Good,VS1,G,0.96,5095.833333333334
Very Good,VS1,G,1.0,6638.25
Very Good,VS1,G,1.01,6542.157373632101
Very Good,VS1,G,1.02,6392.941176470587
Very Good,VS1,G,1.03,6571.844660194174
Very Good,VS1,G,1.05,6676.190476190476
Very Good,VS1,G,1.06,6409.276729559748
Very Good,VS1,G,1.09,6428.178243774572
Very Good,VS1,G,1.1,6319.090909090909
Very Good,VS1,G,1.11,6759.459459459459
Very Good,VS1,G,1.12,6863.392857142857
Very Good,VS1,G,1.13,6915.929203539824
Very Good,VS1,G,1.14,6290.350877192983
Very Good,VS1,G,1.19,6713.445378151261
Very Good,VS1,G,1.2,6756.041666666667
Very Good,VS1,G,1.22,7292.07650273224
Very Good,VS1,G,1.24,7272.58064516129
Very Good,VS1,G,1.25,7078.4
Very Good,VS1,G,1.28,6949.21875
Very Good,VS1,G,1.29,7058.13953488372
Very Good,VS1,G,1.3,7881.153846153846
Very Good,VS1,G,1.35,6661.11111111111
Very Good,VS1,G,1.37,7464.233576642335
Very Good,VS1,G,1.4,8159.285714285716
Very Good,VS1,G,1.42,8064.788732394367
Very Good,VS1,G,1.5,8243.666666666666
Very Good,VS1,G,1.51,8708.360927152318
Very Good,VS1,G,1.52,8514.473684210527
Very Good,VS1,G,1.53,8445.424836601307
Very Good,VS1,G,1.54,8999.025974025975
Very Good,VS1,G,1.58,8837.341772151898
Very Good,VS1,G,1.63,8836.80981595092
Very Good,VS1,G,1.7,9506.176470588236
Very Good,VS1,G,1.71,10061.988304093567
Very Good,VS1,G,1.73,8678.612716763006
Very Good,VS1,G,1.75,9734.857142857143
Very Good,VS1,G,1.76,10235.227272727272
Very Good,VS1,H,0.23,1502.173913043478
Very Good,VS1,H,0.26,1594.230769230769
Very Good,VS1,H,0.28,1532.142857142857
Very Good,VS1,H,0.29,1531.0344827586207
Very Good,VS1,H,0.3,1874.7619047619048
Very Good,VS1,H,0.31,1920.4301075268816
Very Good,VS1,H,0.32,1852.5
Very Good,VS1,H,0.33,1730.9090909090908
Very Good,VS1,H,0.34,1992.6470588235293
Very Good,VS1,H,0.35,1722.857142857143
Very Good,VS1,H,0.36,1752.7777777777778
Very Good,VS1,H,0.37,1878.3783783783783
Very Good,VS1,H,0.38,1855.2631578947369
Very Good,VS1,H,0.39,2017.9487179487178
Very Good,VS1,H,0.4,2149.375
Very Good,VS1,H,0.41,2587.8048780487807
Very Good,VS1,H,0.5,2909.2
Very Good,VS1,H,0.51,3005.4901960784314
Very Good,VS1,H,0.52,2973.0769230769233
Very Good,VS1,H,0.53,2988.6792452830186
Very Good,VS1,H,0.55,2987.272727272727
Very Good,VS1,H,0.56,2917.8571428571427
Very Good,VS1,H,0.59,2811.8644067796613
Very Good,VS1,H,0.61,3480.3278688524592
Very Good,VS1,H,0.66,2996.969696969697
Very Good,VS1,H,0.7,3390.1190476190473
Very Good,VS1,H,0.71,3483.333333333334
Very Good,VS1,H,0.72,3820.8333333333335
Very Good,VS1,H,0.73,3705.0228310502284
Very Good,VS1,H,0.74,3883.3333333333335
Very Good,VS1,H,0.75,3350.6666666666665
Very Good,VS1,H,0.77,3693.5064935064934
Very Good,VS1,H,0.78,3718.589743589743
Very Good,VS1,H,0.79,3524.0506329113923
Very Good,VS1,H,0.8,4010.625
Very Good,VS1,H,0.81,3961.7283950617284
Very Good,VS1,H,0.83,3798.795180722892
Very Good,VS1,H,0.9,4816.88888888889
Very Good,VS1,H,0.91,4711.538461538461
Very Good,VS1,H,0.92,4595.652173913043
Very Good,VS1,H,1.0,5175.5
Very Good,VS1,H,1.01,5033.663366336633
Very Good,VS1,H,1.02,5488.235294117647
Very Good,VS1,H,1.04,5904.807692307692
Very Good,VS1,H,1.05,5840.0
Very Good,VS1,H,1.06,5147.169811320755
Very Good,VS1,H,1.07,5571.495327102803
Very Good,VS1,H,1.09,5362.385321100917
Very Good,VS1,H,1.2,5712.291666666667
Very Good,VS1,H,1.21,5956.528925619835
Very Good,VS1,H,1.24,5719.354838709677
Very Good,VS1,H,1.28,6753.90625
Very Good,VS1,H,1.29,6689.147286821705
Very Good,VS1,H,1.3,5959.230769230769
Very Good,VS1,H,1.36,6748.529411764705
Very Good,VS1,H,1.37,6602.919708029197
Very Good,VS1,H,1.5,7098.9333333333325
Very Good,VS1,H,1.51,7167.549668874172
Very Good,VS1,H,1.52,7371.381578947368
Very Good,VS1,H,1.53,6585.6209150326795
Very Good,VS1,H,1.56,7566.666666666666
Very Good,VS1,H,1.57,7391.719745222929
Very Good,VS1,H,1.58,7900.632911392405
Very Good,VS1,H,1.6,7736.25
Very Good,VS1,H,1.65,7714.848484848486
Very Good,VS1,H,1.71,6981.87134502924
Very Good,VS1,H,1.75,8205.142857142857
Very Good,VS1,H,2.01,7925.373134328359
Very Good,VS1,I,0.24,1654.1666666666667
Very Good,VS1,I,0.28,1649.9999999999998
Very Good,VS1,I,0.3,1688.7179487179487
Very Good,VS1,I,0.31,1689.516129032258
Very Good,VS1,I,0.32,1801.5625
Very Good,VS1,I,0.33,2024.2424242424242
Very Good,VS1,I,0.35,1577.1428571428573
Very Good,VS1,I,0.36,1577.7777777777778
Very Good,VS1,I,0.38,1594.7368421052631
Very Good,VS1,I,0.39,2361.5384615384614
Very Good,VS1,I,0.4,1935.625
Very Good,VS1,I,0.42,1883.3333333333335
Very Good,VS1,I,0.43,1697.6744186046512
Very Good,VS1,I,0.44,1844.318181818182
Very Good,VS1,I,0.48,2193.75
Very Good,VS1,I,0.5,2559.0
Very Good,VS1,I,0.51,2550.9803921568628
Very Good,VS1,I,0.52,2426.9230769230767
Very Good,VS1,I,0.62,2932.2580645161293
Very Good,VS1,I,0.7,3207.1428571428573
Very Good,VS1,I,0.71,3249.06103286385
Very Good,VS1,I,0.72,3189.8148148148152
Very Good,VS1,I,0.73,3134.246575342466
Very Good,VS1,I,0.74,3272.972972972973
Very Good,VS1,I,0.75,3180.0
Very Good,VS1,I,0.76,3328.9473684210525
Very Good,VS1,I,0.77,3483.116883116883
Very Good,VS1,I,0.81,3459.876543209876
Very Good,VS1,I,0.82,3150.0
Very Good,VS1,I,0.83,3359.0361445783133
Very Good,VS1,I,0.86,3377.906976744186
Very Good,VS1,I,0.9,4051.6666666666665
Very Good,VS1,I,0.91,4103.2967032967035
Very Good,VS1,I,0.93,4336.559139784946
Very Good,VS1,I,1.0,4516.0
Very Good,VS1,I,1.01,4535.6435643564355
Very Good,VS1,I,1.03,5296.116504854369
Very Good,VS1,I,1.06,4993.396226415094
Very Good,VS1,I,1.08,4435.185185185185
Very Good,VS1,I,1.1,4579.090909090908
Very Good,VS1,I,1.12,4496.428571428571
Very Good,VS1,I,1.13,4619.469026548673
Very Good,VS1,I,1.14,4515.789473684211
Very Good,VS1,I,1.18,4619.491525423729
Very Good,VS1,I,1.19,4742.857142857143
Very Good,VS1,I,1.2,5069.375
Very Good,VS1,I,1.21,4790.082644628099
Very Good,VS1,I,1.22,4890.163934426229
Very Good,VS1,I,1.24,4918.548387096775
Very Good,VS1,I,1.27,5536.220472440945
Very Good,VS1,I,1.28,5254.6875
Very Good,VS1,I,1.29,4311.627906976744
Very Good,VS1,I,1.3,5443.076923076923
Very Good,VS1,I,1.37,5794.890510948905
Very Good,VS1,I,1.39,5678.417266187051
Very Good,VS1,I,1.4,5417.142857142858
Very Good,VS1,I,1.42,4854.929577464789
Very Good,VS1,I,1.5,6626.11111111111
Very Good,VS1,I,1.51,6370.198675496688
Very Good,VS1,I,1.52,6600.0
Very Good,VS1,I,1.53,6674.836601307189
Very Good,VS1,I,1.54,6720.12987012987
Very Good,VS1,I,1.55,6910.322580645161
Very Good,VS1,I,1.56,6532.051282051281
Very Good,VS1,I,1.57,6693.630573248407
Very Good,VS1,I,1.58,6400.0
Very Good,VS1,I,1.59,6929.559748427672
Very Good,VS1,I,1.6,6765.0
Very Good,VS1,I,1.73,7259.537572254335
Very Good,VS1,I,1.83,7424.590163934426
Very Good,VS1,I,2.01,8370.859985785359
Very Good,VS1,I,2.04,8885.78431372549
Very Good,VS1,I,2.09,8715.31100478469
Very Good,VS1,J,0.3,1435.714285714286
Very Good,VS1,J,0.32,1315.625
Very Good,VS1,J,0.33,1315.151515151515
Very Good,VS1,J,0.34,1314.705882352941
Very Good,VS1,J,0.39,1876.923076923077
Very Good,VS1,J,0.4,1806.5
Very Good,VS1,J,0.41,1697.5609756097563
Very Good,VS1,J,0.44,1801.1363636363635
Very Good,VS1,J,0.46,1900.0
Very Good,VS1,J,0.47,1817.021276595745
Very Good,VS1,J,0.53,2086.7924528301887
Very Good,VS1,J,0.57,2228.070175438597
Very Good,VS1,J,0.6,2296.666666666667
Very Good,VS1,J,0.7,2685.0
Very Good,VS1,J,0.71,2798.5915492957747
Very Good,VS1,J,0.72,2865.740740740741
Very Good,VS1,J,0.74,2932.4324324324325
Very Good,VS1,J,0.76,2678.9473684210525
Very Good,VS1,J,0.8,2901.25
Very Good,VS1,J,0.84,3028.571428571429
Very Good,VS1,J,0.9,3664.0
Very Good,VS1,J,0.91,4028.5714285714284
Very Good,VS1,J,0.93,3925.806451612903
Very Good,VS1,J,0.95,3542.105263157895
Very Good,VS1,J,1.01,4219.80198019802
Very Good,VS1,J,1.03,4166.9902912621355
Very Good,VS1,J,1.11,5023.423423423423
Very Good,VS1,J,1.13,4752.212389380531
Very Good,VS1,J,1.14,4213.596491228071
Very Good,VS1,J,1.2,4405.277777777778
Very Good,VS1,J,1.21,4496.694214876033
Very Good,VS1,J,1.22,4144.262295081968
Very Good,VS1,J,1.24,4663.709677419355
Very Good,VS1,J,1.25,4502.4
Very Good,VS1,J,1.27,4480.314960629921
Very Good,VS1,J,1.3,3841.5384615384614
Very Good,VS1,J,1.31,4657.251908396946
Very Good,VS1,J,1.33,4843.60902255639
Very Good,VS1,J,1.34,4654.477611940299
Very Good,VS1,J,1.35,4265.925925925926
Very Good,VS1,J,1.5,5544.222222222223
Very Good,VS1,J,1.51,5424.2825607064015
Very Good,VS1,J,1.52,5405.921052631579
Very Good,VS1,J,1.53,5266.666666666667
Very Good,VS1,J,1.54,6029.220779220779
Very Good,VS1,J,1.59,5355.345911949686
Very Good,VS1,J,1.7,5837.64705882353
Very Good,VS1,J,1.71,5887.4269005847955
Very Good,VS1,J,1.75,6103.428571428572
Very Good,VS1,J,1.82,5543.956043956044
Very Good,VS1,J,2.01,7369.154228855722
Very Good,VS1,J,2.04,7121.078431372549
Very Good,VS1,J,2.05,8117.5609756097565
Very Good,VS2,D,0.23,1698.9130434782608
Very Good,VS2,D,0.24,1745.8333333333335
Very Good,VS2,D,0.26,1582.6923076923076
Very Good,VS2,D,0.27,1646.296296296296
Very Good,VS2,D,0.3,2320.666666666667
Very Good,VS2,D,0.31,2258.8709677419356
Very Good,VS2,D,0.32,2202.34375
Very Good,VS2,D,0.33,2146.969696969697
Very Good,VS2,D,0.34,2100.0
Very Good,VS2,D,0.35,1957.1428571428573
Very Good,VS2,D,0.36,2137.5
Very Good,VS2,D,0.38,2331.25
Very Good,VS2,D,0.39,2307.692307692307
Very Good,VS2,D,0.4,2164.7727272727275
Very Good,VS2,D,0.41,2152.6132404181185
Very Good,VS2,D,0.42,2166.666666666667
Very Good,VS2,D,0.43,2165.1162790697676
Very Good,VS2,D,0.44,1931.8181818181818
Very Good,VS2,D,0.45,2913.3333333333335
Very Good,VS2,D,0.46,2807.608695652174
Very Good,VS2,D,0.5,3310.9
Very Good,VS2,D,0.51,3409.803921568627
Very Good,VS2,D,0.52,3324.5192307692305
Very Good,VS2,D,0.53,3212.5786163522007
Very Good,VS2,D,0.54,3418.5185185185182
Very Good,VS2,D,0.55,3380.454545454545
Very Good,VS2,D,0.57,3156.140350877193
Very Good,VS2,D,0.58,3212.931034482759
Very Good,VS2,D,0.59,3465.5367231638425
Very Good,VS2,D,0.6,3328.3333333333335
Very Good,VS2,D,0.61,3714.754098360656
Very Good,VS2,D,0.62,3261.2903225806454
Very Good,VS2,D,0.64,3643.75
Very Good,VS2,D,0.7,4374.571428571428
Very Good,VS2,D,0.71,4353.364632237872
Very Good,VS2,D,0.72,4395.486111111111
Very Good,VS2,D,0.73,4358.904109589042
Very Good,VS2,D,0.74,4712.162162162162
Very Good,VS2,D,0.77,4451.948051948052
Very Good,VS2,D,0.78,4488.88888888889
Very Good,VS2,D,0.8,3918.75
Very Good,VS2,D,0.85,4954.117647058823
Very Good,VS2,D,0.86,4873.2558139534885
Very Good,VS2,D,0.9,5287.5
Very Good,VS2,D,0.91,5793.956043956044
Very Good,VS2,D,1.0,6866.6
Very Good,VS2,D,1.01,6901.320132013202
Very Good,VS2,D,1.02,6802.100840336135
Very Good,VS2,D,1.03,6895.145631067961
Very Good,VS2,D,1.04,7371.153846153846
Very Good,VS2,D,1.06,6836.792452830188
Very Good,VS2,D,1.07,6929.906542056075
Very Good,VS2,D,1.11,7212.612612612612
Very Good,VS2,D,1.13,7576.106194690266
Very Good,VS2,D,1.15,6662.608695652174
Very Good,VS2,D,1.2,7615.0
Very Good,VS2,D,1.21,7412.396694214876
Very Good,VS2,D,1.31,7945.801526717557
Very Good,VS2,D,1.44,7615.972222222223
Very Good,VS2,D,1.5,9696.666666666666
Very Good,VS2,D,1.51,9113.245033112584
Very Good,VS2,D,1.52,9374.013157894737
Very Good,VS2,E,0.21,1838.095238095238
Very Good,VS2,E,0.23,1747.8260869565217
Very Good,VS2,E,0.24,1705.9523809523814
Very Good,VS2,E,0.25,1724.0
Very Good,VS2,E,0.26,1930.7692307692305
Very Good,VS2,E,0.27,1721.2962962962963
Very Good,VS2,E,0.28,1739.2857142857144
Very Good,VS2,E,0.3,2123.5185185185187
Very Good,VS2,E,0.31,2193.548387096774
Very Good,VS2,E,0.32,1934.375
Very Good,VS2,E,0.33,2014.5454545454545
Very Good,VS2,E,0.34,2111.7647058823522
Very Good,VS2,E,0.35,2012.1428571428573
Very Good,VS2,E,0.36,2108.333333333334
Very Good,VS2,E,0.37,2145.6081081081084
Very Good,VS2,E,0.38,2061.40350877193
Very Good,VS2,E,0.39,2292.7350427350425
Very Good,VS2,E,0.4,2063.6363636363635
Very Good,VS2,E,0.41,2197.560975609756
Very Good,VS2,E,0.42,2280.952380952381
Very Good,VS2,E,0.43,2151.1627906976746
Very Good,VS2,E,0.46,2672.101449275362
Very Good,VS2,E,0.47,2808.5106382978724
Very Good,VS2,E,0.48,2750.0
Very Good,VS2,E,0.5,3132.8
Very Good,VS2,E,0.51,3173.2026143790845
Very Good,VS2,E,0.52,3192.482517482517
Very Good,VS2,E,0.53,3181.446540880503
Very Good,VS2,E,0.54,3162.3456790123455
Very Good,VS2,E,0.55,3157.5757575757575
Very Good,VS2,E,0.56,3238.392857142857
Very Good,VS2,E,0.57,3089.122807017544
Very Good,VS2,E,0.58,2971.2643678160916
Very Good,VS2,E,0.59,3289.8305084745766
Very Good,VS2,E,0.61,3337.7049180327867
Very Good,VS2,E,0.64,3303.125
Very Good,VS2,E,0.7,3974.761904761905
Very Good,VS2,E,0.71,3977.848911651729
Very Good,VS2,E,0.72,4061.5079365079364
Very Good,VS2,E,0.73,4365.068493150685
Very Good,VS2,E,0.74,4027.702702702703
Very Good,VS2,E,0.75,5023.333333333333
Very Good,VS2,E,0.76,4360.526315789473
Very Good,VS2,E,0.77,5079.220779220779
Very Good,VS2,E,0.78,4274.358974358975
Very Good,VS2,E,0.79,4479.7468354430375
Very Good,VS2,E,0.8,5328.75
Very Good,VS2,E,0.81,4739.506172839506
Very Good,VS2,E,0.82,4534.1463414634145
Very Good,VS2,E,0.85,4554.117647058823
Very Good,VS2,E,0.86,5424.418604651163
Very Good,VS2,E,0.9,5211.414141414142
Very Good,VS2,E,0.91,5336.106750392464
Very Good,VS2,E,0.93,6038.709677419354
Very Good,VS2,E,0.96,6246.875
Very Good,VS2,E,1.0,6367.384615384615
Very Good,VS2,E,1.01,6456.303630363036
Very Good,VS2,E,1.02,6326.593137254902
Very Good,VS2,E,1.03,5631.0679611650485
